"","tweet"
"2943","@AmericanAir Was on hold for 90 mins w USair. Got hung up on after talking w rep 2 minutes. Now just busy signal. Are ur phones down?"
"2944","@ewr @JetBlue I paid for more speed and all I got was a rude TSA agent telling me that has nothing to do with them"
"2945","Going to miss #iFlyAlaska #mvp75kgold @AlaskaAir since moving to Chicago. Hello @united _"
"2946",".@united Imagine Jerry Maguire not having a suit at the draft. NO SHOWING $$. That's how @NothingButNette feels. No bags for 2 days. HELP!"
"2947","Man killed in plane crash was @AmericanAir #pilot since 1979 - Palm Beach Post http://t.co/d7xXnbMDKd"
"2948","@JetBlue is the shit. I hate not flying with them now. TV + extra space + just one person next to you + CHIPS"
"2949","@therealsamcauhe it's #horrorstories like this have me going @GreyhoundBus over @AmericanAir more and more as of late.  #servicefirst"
"2950","@DeltaAssist client has med. emergency will miss his flight in a few hours, family is panicked they wont be able to change flight, needhelp"
"2951","@VirginAmerica whats a girl gotta do check-in/upgrade? Flight not found online. 67 min on hold IRL. Lady says $129 I pay &amp; oops it's gone :("
"2952","@VirginAmerica I cannot check in online- if I click on checkin, it takes me to the Manage Flights screen with no flight listed? #help"
"2953","@AmericanAir Hi - i have called 4 days in a row, and been on hold a total of 7 hours, and been hung up on twice.  How do I speak to someone?"
"2954","@mike_d__ @united @SouthwestAir 55minutes on hold."
"2955","@LeydaHV @USAirways @AmericanAir travel days like this are brutal. a #NoWin for anyone unfortunately. Any rescheduling luck?"
"2956","@united are you so cheap that now you don't even provide pretzels or cookies on a 4+ hour flight? #Ridiculous #BadService #Seriously?"
"2957","@VirginAmerica you guys don't even offer water when a flight delays plus than 2 hours??????? #NotCool #NotTheBestAtAll"
"2958","@JetBlue I've always been your biggest fan but 4 planes scheduled to depart leaving b4 a flight delayed for 6 hrs is a little disheartening."
"2959","@AmericanAir and @USAirways ur customer service sucked. I arrived for my flight over an hour early n u made me wait so long I miss my flight"
"2960","@united you're the worst"
"2961","@united is it possible to switch to the same flight tomorrow? Reservation M141JB departing today from EWR"
"2962","@AmericanAir - Been on hold for 1hr &amp; 51mins.  I need to cancel a flight, is this the average wait time?  #hatingsnowforreal"
"2963","@jetblue my flights have been cancelled once and delayed 2x (LGA 499 ) can I rebook for tomorrow morning?"
"2964","@SouthwestAir Been on hold for 2 hours. On flight 2771 LGA&gt;MKE tonight and its on time but really need to know if it could be x'd."
"2965","@JetBlue has won the day with their on hold music. Yes I danced a jig as it played.  #colormebad #notsexyouup #theothersong"
"2966","Our flight got cancelled, we never even boarded our plane, but @SouthwestAir still lost my luggage.... #killme"
"2967","@AmericanAir waiting for fly 150 BWI to DFW, connecting to SAN. Any other way to get to SAN"
"2968","@AmericanAir FUCK YOU and your horrible service. @SouthwestAir you will forever have my business!!!"
"2969","@SouthwestAir been on hold for almost 30 min. Just need to switch flight that was canceled, but website isn't letting me. Help? Please?"
"2970","@AmericanAir flight AA4206 from STL to Pit landed at 5:28 pm, sat on Tarmac for 31 minutes before pulling into gate at 5:59... Frustrated"
"2971","@JetBlue @HonestlySherry  argh... thats not good.. we have plans at 6pm in vegas.!!"
"2972","All global service, zone1 suits stood aside for woman w/baby to board first but @united gate agent enforced policy, made her wait #slowclap"
"2973","@DeltaAssist I'm trying to cancel a flight for tomorrow. It says I need to speak to a rep. But call times are 3+ hours. Any other way?"
"2974","@SouthwestAir I've been on hold for 30 minutes trying to speak to a real human regarding a flight cancellation...can I get some help?"
"2975","How can you delay a flight then push it back to the original time? @southwestair you fucking suck."
"2976","@SouthwestAir let my brother start a multi leg trip then cancel his destination flight when he is trapped in a city with nobody to stay with"
"2977","@SouthwestAir Only flight canceled tomorrow out of Philly and we can't get through to an agent. 2 hours and waiting....."
"2978","@rachelcd4: @united Overbooked flight and just announced flight attendant wasn't aware of schedule? Sitting here waiting. Fail."
"2979","_@VirginAmerica pls start flying more places!!list of 'never flying again'grows daily(add #United today)!Missing your friendly/sweet team!"
"2980","Hey @JetBlue  we're 1/2 hour late. Would be nice if there's someone at the gate to get us off the plane. #321 PBI"
"2981","@SouthwestAir I've already got 6 former @AmericanAir loyalists to switch! Watch me get 100!"
"2982","@AmericanAir My flight from FLL to DCA has been cancelled, no way to reach customer service via phone, any chance you could help me out?"
"2983","@DeltaAssist PLEASE HELP my flight DL0419 MXP to JFK has been delayed and I will miss my connection to JFK how can I get on earlier flight?"
"2984","Never use @AmericanAir's callback feature. Got 2 calls &amp; both hung up the sec I answered. Poor #customerservice #customerexperience"
"2985","Ok, @AmericanAir, I've been stuck in Utah for 3 weeks and you've already delayed my flight out tomorrow AM by an hour. I HAVE to get out!"
"2986","@DeltaAssist cancelled my sisters flight to nashville -fine__put her on a flight stopping 3X to arrive 36 HOURS later in nashville. #lolokay"
"2987","@united Apparently ""preparing for departure"" means continuing to not leave the gate."
"2988","I know it's still early, but rain for the day I leave for disney is just unacceptable !!! Do planes take off in the rain??? @JetBlue"
"2989","@DeltaAssist Are any flights delayed or canceled in EWR today?"
"2990","@AmericanAir Flight 1085 cancelled out of JFK? : ( Can you send champagne to Miami since I'll miss my best friend's bachelorette?"
"2991","Never flying @AmericanAir ever again. Cancelled the flight and won't even help with finding another one."
"2992","@AmericanAir Already dealt with reservations team. That was the problem."
"2993","@united go fuck yourselves."
"2994","Hey @JetBlue u canceled my husbands flight &amp; he's missing wknd of events we have expensive tickets for. Can you help?"
"2995","@JetBlue Father-in-law's connecting flight into JFK was delayed by medical emergency only way home is to purchase another ticket Never again"
"2996","@DeltaAssist two and a half hours sitting at the gate in STL waiting for them to get us on the flight schedule is ridiculous"
"2997","@united 2 cancelled flights and now I'm on standby (1k status) and your boarding traveling crew and leaving me stranded for a 3rd day#awful"
"2998","Always a disappointment flying @AmericanAir"
"2999","@DeltaAssist: My apologies for the delay. *JH 2/2 Which delay are you referring to? I fly twice a week and they are all delayed"
"3000","@JetBlue what's w this mechanical failure at PWM? Get me outta here"
"3001","@DeltaAssist for an hour at this point.  I booked an early flight for a reason.  Is there nothing to compensate missing a day Of my vaca?"
"3002","@JetBlue can't wait to use your company moving forward as @united has shown they don't care about customers at all.  #Hawaiiwithnewairline"
"3003","There is never not a problem on @AmericanAir, yet another delayed or cancelled flight. See you soon @united!!!"
"3004","@AmericanAir I am highly tempted to switch airlines. This is the 2nd in 2 months you have delayed my luggage to PNS. Inexcusable. #aafail"
"3005","@southwestair just boarded flight#880 CHI-OMA, never been treated so poorly. Flight att very rude and condesending.. #unhappy #AList"
"3006","@AmericanAir everyone hates you guys so if my idol @TheMattEspinosa hates you then I do too (((:"
"3007","Disappointed that @DeltaAssist has been unwilling to help us rebook a flight canceled 24 hours ago. May be time to switch to American."
"3008","@AmericanAir Can u explain why we've been sitting at DFW for 28 min waiting on a gate? Any ops people working today? You guys are a mess."
"3009","@JetBlue Timed out pilots &amp; flight attendant crews were not a FL weather circumstance. If NY knew about delay why no standby crew available?"
"3010","@AlaskaAir @iFly4FunToo Wow is right. Because if your pilot said NM, he's lost. The Barringer Meteor Crater is in AZ. ;-)"
"3011","Thanks @SouthwestAir for reminding me why I switched to @VirginAmerica . Flights are always damn delayed. Come on guys... So irritating."
"3012","@JetBlue broken TVs and both bathrooms broken on my flight. Come on, JetBlue. Get it together!"
"3013","@AmericanAir @inkglobal FUCK FLYING THRU THE AIR IN A TUBE ESPECIALLY NOW DAYS  FUCKING COMMUNISTS"
"3014","Why does @united always fail me? On my moms birthday no less.... Always such a disappointment #notweatherrelated"
"3015","@AmericanAir Yep, but when I'm not flying, &amp; not even in the same city as the originating flight, it's just annoying. How does that happen?"
"3016","AA charged me extra 6k over a technicality with infant ticket! Filed formal complaint, 6 weeks later still no answer, I'm broke @AmericanAir"
"3017","@SouthwestAir I spoke with someone n they were rude I know call volume is high but that doesn't mean bad customer service"
"3018","@DeltaAssist don't let my connection to Chicago leave! I just landed in Cincinnati"
"3019","@united your customer service in baggage is the worst. As soon as I receive my bag and fly back I won't be buying a ticket from you again"
"3020","@united Shouts out to the pilot of flight 4781 for being 2 hours late for no reason. Now I miss connect flight 554. Goodbye $1700. #PAXEast"
"3021","Flight 1265 sitting on tarmac waiting for gate. Will I make flight 3487 before 8pm @AmericanAir ?"
"3022","@AmericanAir absolute worst experience I've ever had flying. And I've flown on Ryan Air. Get your act together"
"3023","45 minute wait for a gate on my tiny @AmericanAir plane @dfwairport  #DFW http://t.co/K9OJVUqnTx"
"3024","@SouthwestAir cant believe my bag didn't make it on my delayed flight flight from baltimore. Now missing my skis for my first day of vacay"
"3025","@AmericanAir Two cancelled flights, countless delays, and now the bags are taking forever. Hope it shows up? #NeverAgain"
"3026","These flight attendants are v rude. I miss you @SouthwestAir "
"3027","After all the horror stories I've heard from friends/family about traveling with @United, I'll do everything I can to never fly with them."
"3028","@AmericanAir How is it every flight with you is delayed due to mechanical error? #WontbeFlyingWithYouAgain #WTF!"
"3029","@SouthwestAir i have a tix for flight #138 out of austin, tx and i am stuck in TSA. Please dont leave without me! I want to meet my nephew!"
"3030","@AmericanAir flight cancelled at 2am last night. (After 5hr delay.) 2flightscutN1day! Now rerouted. Will miss #Selma50 w/ @BarackObama. #ugh"
